Original_Index,STATIONID,CRUISEID,Loc_date,DECSLAT,DECELAT,DECSLON,DECELON,Latitude,Longitude,DEPTH_SSTA,WIND_SPD,WIND_DIR,MIN_FISH,TOT_LIVE,FIN_CATCH,CRUS_CATCH,OTHR_CATCH,CLD_COVER,SECCHI_DSK,WECOLOR,DEPTH_EMID,DEPTH_EMAX,DEPTH_EWTR,TEMPSURF,TEMPMID,TEMPMAX,SALSURF,SALMID,SALMAX,CHLORSURF,CHLORMID,CHLORMAX,OXYSURF,OXYMID,OXYMAX,TURBSURF,TURBMID,TURBMAX,AVW,Rrs_346,Rrs_348,Rrs_351,Rrs_353,Rrs_356,Rrs_358,Rrs_361,Rrs_363,Rrs_366,Rrs_368,Rrs_371,Rrs_373,Rrs_375,Rrs_378,Rrs_380,Rrs_383,Rrs_385,Rrs_388,Rrs_390,Rrs_393,Rrs_395,Rrs_398,Rrs_400,Rrs_403,Rrs_405,Rrs_408,Rrs_410,Rrs_413,Rrs_415,Rrs_418,Rrs_420,Rrs_422,Rrs_425,Rrs_427,Rrs_430,Rrs_432,Rrs_435,Rrs_437,Rrs_440,Rrs_442,Rrs_445,Rrs_447,Rrs_450,Rrs_452,Rrs_455,Rrs_457,Rrs_460,Rrs_462,Rrs_465,Rrs_467,Rrs_470,Rrs_472,Rrs_475,Rrs_477,Rrs_480,Rrs_482,Rrs_485,Rrs_487,Rrs_490,Rrs_492,Rrs_495,Rrs_497,Rrs_500,Rrs_502,Rrs_505,Rrs_507,Rrs_510,Rrs_512,Rrs_515,Rrs_517,Rrs_520,Rrs_522,Rrs_525,Rrs_527,Rrs_530,Rrs_532,Rrs_535,Rrs_537,Rrs_540,Rrs_542,Rrs_545,Rrs_547,Rrs_550,Rrs_553,Rrs_555,Rrs_558,Rrs_560,Rrs_563,Rrs_565,Rrs_568,Rrs_570,Rrs_573,Rrs_575,Rrs_578,Rrs_580,Rrs_583,Rrs_586,Rrs_588,Rrs_613,Rrs_615,Rrs_618,Rrs_620,Rrs_623,Rrs_625,Rrs_627,Rrs_630,Rrs_632,Rrs_635,Rrs_637,Rrs_640,Rrs_641,Rrs_642,Rrs_643,Rrs_645,Rrs_646,Rrs_647,Rrs_648,Rrs_650,Rrs_651,Rrs_652,Rrs_653,Rrs_655,Rrs_656,Rrs_657,Rrs_658,Rrs_660,Rrs_661,Rrs_662,Rrs_663,Rrs_665,Rrs_666,Rrs_667,Rrs_668,Rrs_670,Rrs_671,Rrs_672,Rrs_673,Rrs_675,Rrs_676,Rrs_677,Rrs_678,Rrs_679,Rrs_681,Rrs_682,Rrs_683,Rrs_684,Rrs_686,Rrs_687,Rrs_688,Rrs_689,Rrs_691,Rrs_692,Rrs_693,Rrs_694,Rrs_696,Rrs_697,Rrs_698,Rrs_699,Rrs_701,Rrs_702,Rrs_703,Rrs_704,Rrs_706,Rrs_707,Rrs_708,Rrs_709,Rrs_711,Rrs_712,Rrs_713,Rrs_714,Rrs_717,Rrs_719
256,235989,1147,2024-06-08,26.86,26.843,-96.932,-96.917,26.8515,-96.9245,27.4,5.2,137.0,30.0,27.2,,,,25.0,,,24.0,47.0,,29.78,24.05,21.75,30.16,35.65,36.33,0.142,0.422,0.459,6.4,5.4,5.1,94.2889,94.0243,61.7864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,235990,1147,2024-06-08,26.874,26.854,-97.249,-97.237,26.864,-97.243,12.9,13.0,116.0,30.0,12.4,,,,25.0,,,11.5,21.0,,29.47,29.25,28.52,30.73,31.0,32.3,0.451,0.649,0.647,6.4,6.2,5.5,93.1163,93.1546,84.0616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,235991,1147,2024-06-09,27.166,27.147,-97.007,-96.994,27.1565,-97.0005,21.5,16.3,145.0,30.0,50.5,,,,25.0,,,18.5,35.0,,30.1,27.13,22.11,30.07,35.16,36.28,0.212,0.345,0.311,5.1,5.8,4.4,93.5186,94.5301,41.239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,235992,1147,2024-06-09,27.048,27.026,-96.767,-96.765,27.037,-96.766,39.6,11.7,132.0,30.0,16.4,,,,,,,35.5,69.0,,29.64,23.91,21.42,31.09,36.4,36.51,0.224,0.453,0.248,6.4,6.6,5.3,94.2287,95.6562,59.3289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,235993,1147,2024-06-09,27.176,27.155,-96.604,-96.609,27.1655,-96.6065,49.9,14.8,141.0,30.0,12.7,,,,,,,44.5,88.0,,29.67,24.25,21.22,33.83,36.65,37.08,0.021,0.31,0.225,6.3,5.9,5.3,95.4511,96.1367,41.1963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,235994,1147,2024-06-09,27.399,27.377,-96.537,-96.536,27.388,-96.5365,45.8,12.8,152.0,30.0,10.8,,,,,,,41.5,79.0,,29.47,24.28,21.71,32.03,36.55,36.43,0.234,0.18,0.15,6.3,6.6,5.0,94.9315,96.2674,59.543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,235995,1147,2024-06-09,27.518,27.497,-96.832,-96.836,27.5075,-96.834,21.9,10.3,152.0,30.0,23.7,,,,,,,20.0,38.0,,29.51,26.38,22.37,28.22,33.74,36.21,0.611,0.249,0.285,4.5,4.0,4.0,92.6451,93.4691,47.8625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,235996,1147,2024-06-09,27.512,27.491,-97.037,-97.047,27.5015,-97.042,14.7,11.7,145.0,30.0,19.5,,,,,,,13.5,25.0,,29.66,29.49,25.64,28.02,28.14,34.0,0.503,0.75,0.383,8.6,5.0,5.5,92.6558,93.0243,34.5857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,235997,1147,2024-06-09,27.435,27.412,-97.138,-97.144,27.4235,-97.141,13.0,16.1,140.0,30.0,5.9,,,,,,,13.5,23.0,,29.64,29.57,25.83,27.99,28.04,33.66,0.463,0.6,0.857,6.4,6.1,1.5,93.2023,93.2673,40.9037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,235998,1147,2024-06-09,27.596,27.576,-97.127,-97.138,27.586,-97.1325,9.8,15.0,136.0,30.0,7.7,,,,50.0,,,8.5,15.0,,29.96,29.65,29.35,28.17,28.34,29.33,0.526,0.727,0.864,6.5,6.5,5.2,92.5096,92.7087,87.0414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,235999,1147,2024-06-09,27.624,27.602,-96.901,-96.895,27.613,-96.898,16.1,14.1,140.0,30.0,41.3,,,,25.0,,,14.5,27.0,,29.95,27.88,24.89,27.35,32.08,35.29,1.375,0.289,0.283,6.9,3.5,3.8,86.4068,89.7972,43.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,236000,1147,2024-06-10,27.744,27.725,-96.71,-96.699,27.7345,-96.7045,18.6,11.2,134.0,30.0,27.3,,,,25.0,,,16.0,30.0,,29.89,27.71,24.35,26.46,33.6,35.52,1.603,0.341,0.289,7.1,5.2,3.4,86.0171,94.3336,62.7388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,236001,1147,2024-06-10,27.781,27.76,-96.581,-96.57,27.7705,-96.5755,22.0,10.1,125.0,30.0,16.9,,,,,,,19.5,37.0,,29.98,26.38,22.09,25.96,34.78,36.2,0.723,0.24,0.339,6.7,5.2,3.9,92.0654,94.0878,34.2088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,236002,1147,2024-06-10,27.61,27.589,-96.506,-96.502,27.5995,-96.504,34.5,9.5,142.0,30.0,13.0,,,,,,,31.0,60.0,,29.52,25.05,21.61,29.38,36.38,36.39,0.444,0.276,0.209,6.4,6.4,4.4,93.3128,95.7951,61.8725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,236003,1147,2024-06-10,27.601,27.586,-96.205,-96.225,27.5935,-96.215,54.1,9.5,147.0,30.0,22.5,,,,,,,52.0,103.0,,29.35,23.12,20.56,32.44,36.54,36.61,0.275,0.313,0.112,6.1,6.2,4.6,94.9611,96.4886,44.5261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,236004,1147,2024-06-10,27.712,27.707,-95.722,-95.746,27.7095,-95.734,58.9,5.2,137.0,30.0,15.6,,,,,,,54.0,107.0,,29.4,23.19,20.27,31.33,36.49,36.69,0.192,0.342,0.057,6.2,6.3,4.8,95.0424,95.282,71.8384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,236005,1147,2024-06-10,27.841,27.837,-95.839,-95.864,27.839,-95.8515,34.4,4.7,95.0,30.0,10.6,,,,25.0,,,31.0,60.0,,29.89,25.16,22.27,30.68,36.51,36.44,0.078,0.424,0.327,6.4,6.5,5.6,94.9749,94.975,78.7426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,236006,1147,2024-06-10,28.077,28.09,-96.121,-96.141,28.0835,-96.131,19.6,4.0,108.0,30.0,12.8,,,,25.0,,,18.0,34.0,,30.04,28.37,22.75,25.74,34.51,36.2,0.53,0.213,0.437,6.8,6.0,4.5,91.6983,94.8531,40.7811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,236007,1147,2024-06-11,28.189,28.187,-96.187,-96.213,28.188,-96.2,14.4,6.1,128.0,30.0,23.2,,,,25.0,,,12.5,23.0,,30.18,29.36,26.08,25.16,29.5,35.47,0.798,0.375,0.537,7.1,6.2,3.8,90.118,94.8523,43.7685,517.6619254598942,0.0024955561384558678,0.00242955656722188,0.002360222628340125,0.002222001552581787,0.0021535558626055717,0.0022508895490318537,0.002244667150080204,0.002226223237812519,0.0021568897645920515,0.002006224123761058,0.0018868893384933472,0.0019480014452710748,0.001975778490304947,0.0017571114003658295,0.0016282229917123914,0.0017206673510372639,0.0017231123056262732,0.001606444944627583,0.0014726676745340228,0.0014746678061783314,0.00165377848315984,0.0016922226641327143,0.0015288902213796973,0.0013920010533183813,0.0013637790689244866,0.0013173350598663092,0.0012717789504677057,0.0012631122954189777,0.0012433342635631561,0.0012253336608409882,0.0011935561196878552,0.0011715569999068975,0.0011588898487389088,0.0011740016052499413,0.0012328901793807745,0.0012326674768701196,0.0011780009372159839,0.0011711115948855877,0.0011526673333719373,0.001134667545557022,0.0011437787907198071,0.001178222824819386,0.0012020013527944684,0.0012082225875928998,0.0012160013429820538,0.0012280005030333996,0.0012444456806406379,0.0012553338892757893,0.0012551115360110998,0.001218445599079132,0.0011995567474514246,0.0012308896984905005,0.0012584453215822577,0.001279778778553009,0.001298445393331349,0.001291111926548183,0.0012977789156138897,0.0013146669371053576,0.0013015560107305646,0.0013071120483800769,0.0013151118764653802,0.0013220012187957764,0.0013424460776150227,0.0013446679804474115,0.0013422233751043677,0.0013351121451705694,0.001336889574304223,0.0013546678237617016,0.0013917788164690137,0.0014195562107488513,0.0014222227036952972,0.0014142232248559594,0.0014300006441771984,0.0014420010847970843,0.0014406682457774878,0.0014344449155032635,0.0014462226536124945,0.001448668073862791,0.0014391118893399835,0.0014257787261158228,0.0014177788980305195,0.001405556220561266,0.0014060003450140357,0.0014100016560405493,0.0014055565698072314,0.001410890370607376,0.0014159998390823603,0.0014106673188507557,0.0013935561291873455,0.0013764450559392571,0.0013617785880342126,0.0013406670186668634,0.0013117777416482568,0.0012793346541002393,0.0012344452552497387,0.0011733344290405512,0.0010966674890369177,0.0009982226183637977,0.0006431113579310477,0.0006275565829128027,0.0006173343863338232,0.0006077782018110156,0.000605778128374368,0.0005960017442703247,0.0005924453143961728,0.0005820008809678257,0.0005617787246592343,0.0005400010850280523,0.0005302234785631299,0.0005264456267468631,0.0005248896777629852,0.0005155557300895452,0.0005042229895479977,0.0004873342113569379,0.0004657784302253276,0.00045422298717312515,0.0004471122520044446,0.0004460008640307933,0.0004455558955669403,0.00044222301221452653,0.0004357790749054402,0.0004220008850097656,0.00041577924275770783,0.000405333936214447,0.00040333386277779937,0.00040555663872510195,0.0004060007631778717,0.00040822310256771743,0.0004093344905413687,0.00041089041042141616,0.0004155565402470529,0.0004188890161458403,0.00042533461237326264,0.00042777881026268005,0.00043422315502539277,0.000442445685621351,0.0004473341105040163,0.00045422339462675154,0.0004560012021102011,0.00045866810251027346,0.00045955635141581297,0.0004600009124260396,0.0004591122269630432,0.00045311159919947386,0.00044711140799336135,0.0004455563030205667,0.0004455567104741931,0.00045533437514677644,0.00045777857303619385,0.00043866742635145783,0.0004002228379249573,0.000355333904735744,0.0003235559561289847,0.00030155686545185745,0.0002933343348558992,0.0002826679847203195,0.00026733468985185027,0.00025133416056632996,0.00023333438730333,0.00022533412266056985,0.00021755695343017578,0.00020844489336013794,0.00020444559049792588,0.00019133380556013435,0.00018244526290800422,0.00017800099158193916,0.0001726676127873361,0.00016600100207142532,0.0001537787466077134,0.00014177833509165794,0.0001371122052660212,0.00014511246990878135
275,236008,1147,2024-06-11,27.996,27.987,-96.29,-96.313,27.9915,-96.3015,20.4,6.9,125.0,30.0,12.2,,,,,,,19.0,36.0,,30.01,27.36,22.51,27.71,34.4,36.12,0.577,0.354,0.481,6.5,4.7,3.5,93.2745,94.4264,33.0939,517.5508139477791,0.002229556906968355,0.002129113068804145,0.002075778553262353,0.0019451119005680084,0.0018977788276970387,0.0019860006868839264,0.0019624452106654644,0.0019342228770256042,0.001876223017461598,0.0017542238347232342,0.0016395566053688526,0.0016677789390087128,0.001712000579573214,0.0015397787792608142,0.0013960008509457111,0.0014580012066289783,0.001465778797864914,0.0013802229659631848,0.0012680015061050653,0.0012624458177015185,0.0014386677648872137,0.0014804457314312458,0.0013284455053508282,0.0012031118385493755,0.0011764453956857324,0.0011364453239366412,0.0010993336327373981,0.0010902232024818659,0.001076000859029591,0.0010735562536865473,0.0010533337481319904,0.0010337784187868237,0.0010164454579353333,0.0010255558881908655,0.0010948897106572986,0.0011093339417129755,0.0010493347654119134,0.0010473347501829267,0.001044444739818573,0.0010280004935339093,0.0010395566932857037,0.0010780008742585778,0.0011008898727595806,0.0011151114013046026,0.0011233339319005609,0.0011348894331604242,0.001160444924607873,0.0011793337762355804,0.0011837785132229328,0.001149111776612699,0.0011380008654668927,0.0011697792215272784,0.0012026673648506403,0.001233112532645464,0.0012506669154390693,0.0012464448809623718,0.001261556288227439,0.0012851121136918664,0.0012733344919979572,0.0012786673614755273,0.001289778738282621,0.0013028900139033794,0.0013148901052772999,0.001303111552260816,0.0012931120581924915,0.0012917787535116076,0.0012997782323509455,0.0013177788350731134,0.0013506681425496936,0.0013764450559392571,0.0013795561389997602,0.001368001103401184,0.0013817785074934363,0.0013962226221337914,0.0014020005473867059,0.0013973335735499859,0.0014022229006513953,0.001395556260831654,0.0013820002786815166,0.0013651119079440832,0.0013542233500629663,0.001346889417618513,0.0013462238712236285,0.001345334341749549,0.0013391119427978992,0.0013397783041000366,0.001342001836746931,0.0013373345136642456,0.00132377864792943,0.0013084453530609608,0.0012906669871881604,0.001266223262064159,0.0012440010905265808,0.0012151122791692615,0.001163778593763709,0.0010931119322776794,0.001009778818115592,0.0008982237777672708,0.0005808898713439703,0.0005626674392260611,0.0005595560069195926,0.0005542234284803271,0.0005513346986845136,0.000541111221536994,0.0005331126158125699,0.0005251119728200138,0.0005104455049149692,0.0004920007195323706,0.0004824449715670198,0.0004777788417413831,0.00047688971972092986,0.0004700012505054474,0.00045666677760891616,0.000442000717157498,0.00042177902651019394,0.0004071125586051494,0.0003993337450083345,0.00039911229396238923,0.00039822360849939287,0.00039444532012566924,0.00038777830195613205,0.0003762228589039296,0.0003706676361616701,0.00036511197686195374,0.000364667852409184,0.0003662229282781482,0.00036688975524157286,0.0003702230751514435,0.0003706676361616701,0.00037133446312509477,0.0003742232220247388,0.0003760010004043579,0.0003802234132308513,0.0003806679742410779,0.0003828894696198404,0.0003860009310301393,0.0003880014119204134,0.0003902237513102591,0.00039066787576302886,0.00039088973426260054,0.0003902233438566327,0.00038822286296635866,0.00038533410406671464,0.0003806679742410779,0.0003768905298784375,0.0003742232220247388,0.0003728895680978894,0.0003773346543312073,0.00037466734647750854,0.0003611122665461153,0.0003288893203716725,0.0002931116323452443,0.00026688972138799727,0.0002468898892402649,0.00024022285651881248,0.00023377893376164138,0.0002235567371826619,0.00021177819871809334,0.00019911180424969643,0.00019288973999209702,0.00018755636119749397,0.00018200071644969285,0.00017822327208705246,0.0001677792170085013,0.0001602230768185109,0.0001562229444971308,0.0001535560586489737,0.00014911219477653503,0.00013755634427070618,0.0001233340153703466,0.00010600106907077134,0.00010777926945593208
276,236009,1147,2024-06-11,27.875,27.881,-96.337,-96.359,27.878,-96.348,26.2,7.8,87.0,30.0,18.6,,,,,,,25.5,48.0,,29.72,25.46,21.78,27.94,35.25,27.73,0.392,0.376,0.012,6.6,5.3,3.6,93.3473,94.0853,37.3639,510.9819891287386,0.0026953343767672777,0.002568667521700263,0.0024982227478176355,0.002356445649638772,0.0023102229461073875,0.0023968899622559547,0.0023735566064715385,0.0023337784223258495,0.0022540006320923567,0.0021200014743953943,0.0020086669828742743,0.002051333896815777,0.0020846675615757704,0.0018933340907096863,0.0017331117996945977,0.001793112140148878,0.001807556371204555,0.001700890134088695,0.0015688898274675012,0.0015624458901584148,0.001745778601616621,0.0017915562493726611,0.001637334586121142,0.0014973344514146447,0.0014617778360843658,0.0014226672938093543,0.0013764450559392571,0.0013673342764377594,0.001349778613075614,0.0013373336987569928,0.001309334416873753,0.0012848898768424988,0.0012700011720880866,0.0012817784445360303,0.0013462225906550884,0.0013604453997686505,0.0012988895177841187,0.0012882231967523694,0.0012820011470466852,0.0012642232468351722,0.0012728902511298656,0.0013113348977640271,0.001327778329141438,0.0013331121299415827,0.0013444452779367566,0.0013511119177564979,0.001368889817968011,0.0013884450308978558,0.0013873337302356958,0.0013517779298126698,0.0013457781169563532,0.001371112186461687,0.0013982235686853528,0.0014282228657975793,0.0014453335897997022,0.0014368899865075946,0.0014457785291597247,0.0014708898961544037,0.0014582230942323804,0.0014597789850085974,0.0014708894304931164,0.0014806675026193261,0.0014871114399284124,0.0014751119306311011,0.0014666678616777062,0.0014548893086612225,0.0014515556395053864,0.0014626673655584455,0.0014877787325531244,0.0015128900995478034,0.0015126673970371485,0.0014988899929448962,0.0015073344111442566,0.0015173339052125812,0.0015200008638203144,0.0015084445476531982,0.0015073335962370038,0.0015002228319644928,0.001484667300246656,0.0014617786509916186,0.0014468899462372065,0.0014342226786538959,0.0014244458870962262,0.0014173338422551751,0.0014080003602430224,0.001401779125444591,0.0014006677083671093,0.0013900010380893946,0.0013700007693842053,0.0013497777981683612,0.0013286673929542303,0.0013015568256378174,0.001271112123504281,0.0012335566570982337,0.0011735563166439533,0.0010986676206812263,0.0010148899164050817,0.000908667454496026,0.0005773339071311057,0.0005577790434472263,0.0005537784891203046,0.0005480009713210166,0.0005420007510110736,0.0005300011835061014,0.0005264456267468631,0.0005235568387433887,0.0005075567169114947,0.00048422315740026534,0.00047266774345189333,0.00046977854799479246,0.0004682230355683714,0.0004617782833520323,0.00044666684698313475,0.00043200081563554704,0.0004133342008572072,0.00040066821384243667,0.0003955558640882373,0.00039666765951551497,0.00039533444214612246,0.0003897787828464061,0.000382000784156844,0.00036733390879817307,0.0003628900449257344,0.0003593340516090393,0.0003617782494984567,0.0003655561013147235,0.00036555653787218034,0.0003666670818347484,0.000364222883945331,0.0003626677789725363,0.00036444555735215545,0.0003635564644355327,0.00036733390879817307,0.0003660010697785765,0.00036733431625179946,0.0003695562481880188,0.0003693343896884471,0.00037088990211486816,0.00036844570422545075,0.0003677784698083997,0.00036488971090875566,0.0003628892300184816,0.00036111182998865843,0.00035711252712644637,0.00035111192846670747,0.0003462235035840422,0.0003448902862146497,0.0003531120019033551,0.0003562234342098236,0.0003466676571406424,0.0003166674869135022,0.0002793342573568225,0.0002564456663094461,0.0002395560295553878,0.0002335558383492753,0.00022622363758273423,0.00021489005303010345,0.0002031119365710765,0.00019200105452910066,0.00018777904915623367,0.0001835558214224875,0.00017755644512362778,0.00017533410573378205,0.00016622411203570664,0.00015933439135551453,0.00015444474411197007,0.00015111184620764107,0.00014577888941857964,0.00013288938498590142,0.00011755567538784817,0.00010155638301512226,0.00011800146603491157
